diseaseCategory,name
Eye & Adnexa,Disorders of lacrimal drainage system
Eye & Adnexa,Nasolacrimal canalicular stenosis
Eye & Adnexa,Scleritis
Eye & Adnexa,Glaucoma (Glaucoma secondary to eye trauma)
Eye & Adnexa,Hypertensive retinopathy
Eye & Adnexa,Glaucoma (Glaucoma secondary to eye inflammation)
Eye & Adnexa,Glaucoma (Glaucoma secondary to other eye disorders)
Eye & Adnexa,Glaucoma (Other glaucoma)
Eye & Adnexa,"Glaucoma (Glaucoma, unspecified)"
Eye & Adnexa,"Disorder Of Vitreous Body (Disorder of vitreous body, unspecified)"
Eye & Adnexa,"Papilloedema, unspecified"
Eye & Adnexa,Chorioretinal scars
Eye & Adnexa,Esotropia (Alternating)
Eye & Adnexa,Infectious disorders of eyelid
Eye & Adnexa,Strabismus (Convergent concomitant)
Eye & Adnexa,Certain specified disorders of lens
Eye & Adnexa,"Strabismus (Strabismus, unspecified)"
Genitourinary System,Unspecified lump in breast
Genitourinary System,Renal or perinephric abscess
Genitourinary System,Abscess of prostate
Genitourinary System,Acute renal papillary necrosis
Genitourinary System,Ulcer of penis
Genitourinary System,Cystocele
Genitourinary System,Secondary female infertility
Genitourinary System,Primary female infertility
Genitourinary System,Follicular cyst of ovary
Genitourinary System,Ulceration of vagina
Genitourinary System,Incomplete uterovaginal prolapse
Genitourinary System,Follicular cyst of ovary
Genitourinary System,Lactational amenorrhoea
Genitourinary System,Postmenopausal uterine bleeding
Genitourinary System,Dysplasia of prostate
Genitourinary System,Polyp of cervix uteri
Genitourinary System,Postprocedural pelvic peritoneal adhesions
Genitourinary System,Haematocolpos
Genitourinary System,Dysplasia of prostate
Genitourinary System,"Female pelvic inflammatory disease, unspecified"
Genitourinary System,Female pelvic inflammatory diseases
Genitourinary System,Inflammatory disorders of breast
Genitourinary System,Polyp (Polyp of vagina)
Genitourinary System,Sensory disturbance of the vulva
Genitourinary System,Other specified glomerular diseases
Genitourinary System,Acute tubulointerstitial nephritis
Genitourinary System,Endometriosis (Endometriosis of uterus)
Genitourinary System,Nabothian cyst
Genitourinary System,Uterovaginal prolapse
Genitourinary System,Endometriosis
Genitourinary System,Urethrovaginal fistula
Genitourinary System,Calculus of ureter
Genitourinary System,"Chronic kidney disease, stage 5"
Genitourinary System,Excessive bleeding in the premenopausal period
Genitourinary System,Pain (Pain and other conditions associated with female genital organs and menstrual cycle)
Genitourinary System,"Bladder disorder, unspecified"
Genitourinary System,Other specified diseases of the female genital system
Genitourinary System,"Chronic kidney disease, stage 4"
Genitourinary System,Postcoital or contact bleeding
Genitourinary System,Acquired abnormalities of fallopian tube
Genitourinary System,Orchitis and epididymitis
Genitourinary System,Vesicovaginal fistula
Genitourinary System,Torsion of testis
Genitourinary System,Female urethrocele
Genitourinary System,Other disorders of male genital organs
Genitourinary System,"Amenorrhoea (Amenorrhoea, unspecified)"
Genitourinary System,Complete uterovaginal prolapse
Genitourinary System,Hypoactive sexual desire dysfunction
Genitourinary System,Certain specified disorders of penis
Genitourinary System,Female infertility
Genitourinary System,Secondary oligomenorrhoea
Genitourinary System,Incompetence of cervix uteri
Genitourinary System,"Oligomenorrhoea (Oligomenorrhoea, unspecified)"
Genitourinary System,Infrequent menstrual bleeding
Genitourinary System,Abortion (Habitual aborter)
Genitourinary System,Calculus in bladder
Genitourinary System,Fat necrosis of breast
Genitourinary System,Primary amenorrhoea
Genitourinary System,"Inflammatory disorders of breast, unspecified"
Genitourinary System,Acute tubular necrosis
Genitourinary System,Acute female pelvic inflammatory disease
Genitourinary System,"Excessive, frequent and irregular menstruation"
Genitourinary System,Intermenstrual bleeding
Genitourinary System,Obstructive or reflux nephropathy
Genitourinary System,Adenomyosis
Genitourinary System,Other female urinary-genital tract fistulae
Genitourinary System,Hypertrophy of uterus
Genitourinary System,"Tubulointerstitial nephritis, not specified as acute or chronic"
Genitourinary System,Vulvodynia
Genitourinary System,Acute endometritis
Genitourinary System,"Inflammatory disorders of the uterus, except cervix"
Genitourinary System,"Chronic kidney disease, stage 2"
Genitourinary System,Acquired abnormalities of vulva or perineum
Genitourinary System,Acquired abnormalities of cervix uteri
Genitourinary System,Acute kidney failure
Genitourinary System,Urethral Stricture (Post-traumatic urethral stricture)
Genitourinary System,Stress incontinence
Genitourinary System,Diseases of Bartholin gland
Genitourinary System,Acquired abnormalities of vagina
Genitourinary System,"Urethral disorder, unspecified"
Genitourinary System,Tight hymenal ring
Genitourinary System,Female pelvic pain associated with genital organs or menstrual cycle
Genitourinary System,Acute vulvitis
Genitourinary System,Hydronephrosis due to bladder obstruction
Genitourinary System,Persistent proteinuria or albuminuria
Genitourinary System,Inflammatory and other diseases of prostate
Genitourinary System,Excessive menstruation at puberty
Genitourinary System,Autosomal dominant polycystic kidney disease
Genitourinary System,Secondary amenorrhoea
Genitourinary System,Frequent menstrual bleeding
Genitourinary System,Chronic pelvic inflammatory disease
Genitourinary System,Postmenopausal atrophic vaginitis
Genitourinary System,Other specified diseases of the genitourinary system
Genitourinary System,Haemorrhage (Postmenopausal bleeding)
Genitourinary System,Genital ulcer disease of vagina
Genitourinary System,Calculus of kidney
Genitourinary System,Rectovaginal fistula
Genitourinary System,Prolapse (Female genital prolapse)
Genitourinary System,Vulvar cyst
Genitourinary System,Paraphimosis
Genitourinary System,"Urethral Stricture (Postinfective urethral stricture, not elsewhere classified)"
Genitourinary System,Complications associated with medically assisted reproduction
Genitourinary System,Chronic endometritis
Genitourinary System,Excessive and frequent menstruation with regular cycle
Genitourinary System,Orchitis or epididymitis
Genitourinary System,Postprocedural urethral stricture
Genitourinary System,Other abnormal uterine and vaginal bleeding
Genitourinary System,Other diseases of urinary system
Genitourinary System,Urethral stricture
Genitourinary System,"Chronic kidney disease, stage 3a"
Genitourinary System,"Urolithiasis, unspecified"
Genitourinary System,Hydronephrosis with ureteral orifice obstruction
Genitourinary System,Atrophy of prostate
Genitourinary System,"Hydrocele (Hydrocele, unspecified)"
Genitourinary System,Hypertrophic elongation of cervix uteri
Genitourinary System,Endometriosis (Endometriosis of ovary)
Genitourinary System,Haematometra
Genitourinary System,Inflammatory disorders of breast
Genitourinary System,Dyspareunia
Genitourinary System,Female Genital Mutilation
Genitourinary System,Other specified dermatoses of male genitalia
Genitourinary System,Other female genital prolapse
Genitourinary System,Leukoplakia of vagina
Genitourinary System,Chronic inflammatory disease of uterus with pyometra
Genitourinary System,"Abnormal uterine or vaginal bleeding, unspecified"
Genitourinary System,Menopausal or certain specified perimenopausal disorders
Genitourinary System,"Other noninflammatory disorders of ovary, fallopian tube and broad ligament"
Genitourinary System,Hydronephrosis with ureteral obstruction
Genitourinary System,Nephrogenic diabetes insipidus
Genitourinary System,Fibroadenosis of breast
Genitourinary System,Acute pyelonephritis
Genitourinary System,Carbuncle (of male genital organ of unspecified)
Genitourinary System,"Dysmenorrhoea (Dysmenorrhoea, unspecified)"
Genitourinary System,Fistulae involving female genital tract
Genitourinary System,Fistula (Vesicovaginal fistula)
Genitourinary System,Hypertrophy of vulva
Genitourinary System,Excessive menstruation with irregular cycle
Genitourinary System,Impotence (Impotence of organic origin)
Genitourinary System,Polyp of female genital tract
Genitourinary System,Hydronephrosis with ureteropelvic junction obstruction
Genitourinary System,Menstrual cycle bleeding disorders
Genitourinary System,Postoperative adhesions of vagina
Genitourinary System,Stricture or stenosis of cervix uteri
Genitourinary System,"Noninflammatory disorder of ovary, fallopian tube and broad ligament, unspecified"
Genitourinary System,Chronic prostatitis
Genitourinary System,Anovulatory bleeding
Genitourinary System,Vaginal foreign body
Genitourinary System,Salpingitis and oophoritis
Genitourinary System,Dyspareunia
Genitourinary System,Menopause
Genitourinary System,Renal tubular acidosis
Genitourinary System,Ulceration of vulva
Genitourinary System,Polyp of vulva
Genitourinary System,Ovarian hyperstimulation syndrome
Genitourinary System,Prolapse of vaginal vault after hysterectomy
Genitourinary System,Abscess of Bartholin gland
Genitourinary System,"Acquired abnormalities of uterus, except cervix"
Genitourinary System,Genital ulcer of vulva
Genitourinary System,Urethral diverticulum
Genitourinary System,Pelvic peritoneal adhesions of unknown or combined origin
Genitourinary System,Acute inflammatory disease of uterus
Genitourinary System,Dysplasia of cervix uteri
Genitourinary System,Excessive and frequent menstruation with irregular cycle
Genitourinary System,Aphthosis of penis or scrotum
Genitourinary System,Chronic tubulointerstitial nephritis
Genitourinary System,Ulcerative disorders of the penis or scrotum
Genitourinary System,Nephrotic Syndrome (Nephrotic syndrome: Focal and segmental glomerular lesions)
Genitourinary System,"Cystic or dysplastic kidney disease, unspecified"
Genitourinary System,Nephrotic Syndrome (Nephrotic syndrome: Other)
Genitourinary System,Galactorrhoea not associated with childbirth
Genitourinary System,Glomerular disorders in diabetes mellitus
Genitourinary System,Nephritis (Acute tubulo-interstitial nephritis)
Genitourinary System,Hydrocele and spermatocele
Genitourinary System,Other and unspecified ovarian cysts
Genitourinary System,"Disorder of breast, unspecified"
Genitourinary System,Corpus luteum cyst
Genitourinary System,"Redundant prepuce, phimosis and paraphimosis"
Genitourinary System,Other disorders of penis
Genitourinary System,"Inflammatory disorders of male genital organs, not elsewhere classified"
Genitourinary System,Fistula of the genitourinary tract
Genitourinary System,"Urinary Tract Infection (Urinary tract infection, site not specified)"
Genitourinary System,Chronic kidney disease
Genitourinary System,Inflammatory diseases of prostate
Genitourinary System,Infertility (Male infertility)
Genitourinary System,Urethral Stricture
Genitourinary System,Other specified inflammatory and other diseases of prostate
Genitourinary System,Cystitis (without hematuria)
Genitourinary System,"Irregular menstruation, unspecified"
Genitourinary System,Abscess of vulva
Genitourinary System,Cyst of Bartholin gland
Genitourinary System,Urethral caruncle
Genitourinary System,Ovulation bleeding
Genitourinary System,Postcoital and contact bleeding
Genitourinary System,Azoospermia
Genitourinary System,Endometrial adenomatous hyperplasia
Genitourinary System,Recurrent pregnancy loss
Genitourinary System,Haemorrhage (Other specified abnormal uterine and vaginal bleeding)
Genitourinary System,Rectocele
Genitourinary System,Priapism
Genitourinary System,"Disorders of breast, unspecified"
Genitourinary System,Nephrocalcinosis
Genitourinary System,Dysplasia of cervix uteri
Genitourinary System,Vaginal enterocele
Genitourinary System,Hyperplasia of prostate
Genitourinary System,Hydroureter
Genitourinary System,"Prolapse (Uterovaginal prolapse, unspecified)"
Genitourinary System,Haematosalpinx
Genitourinary System,Haematocolpos
Genitourinary System,"Chronic kidney disease, stage 1"
Genitourinary System,Primary dysmenorrhoea
Genitourinary System,Breast abscess
Genitourinary System,Cyst of Bartholin gland
Genitourinary System,Other disorders of bladder
Genitourinary System,Secondary dysmenorrhoea
Genitourinary System,Nephrotic syndrome
Genitourinary System,Prostatocystitis
Genitourinary System,Heavy menstrual bleeding
Genitourinary System,Menopausal osteoporosis
Genitourinary System,Primary oligomenorrhoea
Genitourinary System,Acquired abnormalities of ovary
Genitourinary System,"Urinary tract infection, site not specified"
Genitourinary System,Nephritic syndrome
Genitourinary System,Primary amenorrhoea
Genitourinary System,"Chronic kidney disease, stage unspecified"
Genitourinary System,Pelvic organ prolapse
Genitourinary System,Other specified fistula of the genitourinary tract
